after size,drift size,drifted features types,total drift type,count,after accuracy decrease,after retrain accuracy increase,before after retrain accuracy increase,STAT_SFLDT fix accuracy increase,STAT_SFLDT wasted effort,BARINEL fix accuracy increase,BARINEL wasted effort,BARINEL_Paths_After fix accuracy increase,BARINEL_Paths_After wasted effort,STAT_BARINEL_Paths_After fix accuracy increase,STAT_BARINEL_Paths_After wasted effort,BARINEL_Paths_Difference fix accuracy increase,BARINEL_Paths_Difference wasted effort,STAT_BARINEL_Paths_Difference fix accuracy increase,STAT_BARINEL_Paths_Difference wasted effort,BARINEL_Features fix accuracy increase,BARINEL_Features wasted effort,BARINEL_Features_Paths_After fix accuracy increase,BARINEL_Features_Paths_After wasted effort,BARINEL_Features_Paths_Difference fix accuracy increase,BARINEL_Features_Paths_Difference wasted effort,SFLDT_Features fix accuracy increase,SFLDT_Features wasted effort,fuzzy participation STAT_SFLDT fix accuracy increase,fuzzy participation STAT_SFLDT wasted effort,fuzzy participation BARINEL fix accuracy increase,fuzzy participation BARINEL wasted effort,fuzzy participation BARINEL_Paths_After fix accuracy increase,fuzzy participation BARINEL_Paths_After wasted effort,fuzzy participation STAT_BARINEL_Paths_After fix accuracy increase,fuzzy participation STAT_BARINEL_Paths_After wasted effort,fuzzy participation BARINEL_Paths_Difference fix accuracy increase,fuzzy participation BARINEL_Paths_Difference wasted effort,fuzzy participation STAT_BARINEL_Paths_Difference fix accuracy increase,fuzzy participation STAT_BARINEL_Paths_Difference wasted effort,fuzzy participation BARINEL_Features fix accuracy increase,fuzzy participation BARINEL_Features wasted effort,fuzzy participation BARINEL_Features_Paths_After fix accuracy increase,fuzzy participation BARINEL_Features_Paths_After wasted effort,fuzzy participation BARINEL_Features_Paths_Difference fix accuracy increase,fuzzy participation BARINEL_Features_Paths_Difference wasted effort,fuzzy participation SFLDT_Features fix accuracy increase,fuzzy participation SFLDT_Features wasted effort
8,3,"numeric, numeric, binary",mixed,977,61324.7619,19007.61905,25802.85714,-8549.52381,9294,-6280.952381,1176,2475.238095,128,-10340.95238,1173,2632.380952,96,2708.571429,121,2832.380952,96,3061.904762,113,2632.380952,96,4439.047619,391,,,,,,,,,,,,,,,,,,,,
8,3,"numeric, numeric, numeric",numeric,69167,3817883.058,932000.9523,1336166.836,573677.4983,1291420,647598.8849,42916,600372.8312,36068,679028.9921,60453,717666.7454,34878,622441.3927,36374,748492.8601,48452,692234.123,42290,733906.2607,44676,809812.6765,69713,,,,,,,,,,,,,,,,,,,,
8,4,"binary, binary, binary, binary",binary,1832,116584.7619,33952.38095,44279.04762,-21099.04762,20140,-27464.7619,3664,9516.190476,0,-24541.90476,3664,9516.190476,0,8860,714,9516.190476,0,9516.190476,0,9516.190476,0,2742.857143,1832,,,,,,,,,,,,,,,,,,,,
8,4,"binary, binary, binary, numeric",mixed,2916,179180.9524,60474.28571,78314.28571,-30281.90476,31720,-31844.7619,4926,-4356.190476,0,-36950.47619,5820,-4356.190476,0,4430.47619,450,-4356.190476,0,-4356.190476,0,-4356.190476,0,9245.714286,2340,,,,,,,,,,,,,,,,,,,,
8,4,"binary, binary, numeric, binary",mixed,1276,84013.33333,20680,28346.66667,-17773.33333,12614,-10173.33333,1402,5247.619048,0,-19917.14286,1276,5247.619048,0,4760,240,5247.619048,0,5247.619048,0,5247.619048,0,-666.6666667,192,,,,,,,,,,,,,,,,,,,,
8,4,"binary, numeric, binary, binary",mixed,33308,1520854.459,883195.671,593237.1429,561423.0303,292120,553181.2121,18187,560785.4545,18560,241804.2424,2588,-183152.2078,0,294827.0996,797,-180738.355,15360,18136.1039,18560,-180738.355,15360,1232039.654,2323,,,,,,,,,,,,,,,,,,,,
8,4,"binary, numeric, binary, numeric",mixed,1272,79842.85714,24525.71429,33639.04762,-14640,11979,-11414.28571,1239,-1248.571429,0,-17174.28571,1272,-1248.571429,0,-21.9047619,99,-1248.571429,0,-1248.571429,0,-1248.571429,0,2468.571429,162,,,,,,,,,,,,,,,,,,,,
8,4,"numeric, binary, binary, binary",mixed,55011,2672116.97,1374053.074,1104457.089,1044746.926,432349,595430.3896,32780,943220.6061,21807,604316.71,17963,-188595.2381,448,763443.3766,2398,-194477.0563,16240,220094.026,21807,-193558.0087,15808,1689811.948,18770,,,,,,,,,,,,,,,,,,,,
8,4,"numeric, binary, binary, numeric",mixed,7943,482663.8095,171176.1905,220196.1905,-32456.19048,76490,-56262.85714,9542,-14979.04762,1627,-53173.33333,12524,-17596.19048,1152,-5358.095238,2131,-12531.42857,1260,-9754.285714,1519,-17596.19048,1152,12768.57143,4380,,,,,,,,,,,,,,,,,,,,
8,4,"numeric, binary, numeric, binary",mixed,5747,368730.4762,103775.2381,141126.6667,-46553.33333,53445,-15943.80952,4815,16978.09524,784,-65873.33333,4082,14985.71429,576,13538.09524,966,19063.80952,712,18109.52381,784,14985.71429,576,7084.761905,1105,,,,,,,,,,,,,,,,,,,,
8,4,"numeric, binary, numeric, numeric",mixed,288,17097.14286,6765.714286,8403.809524,7988.571429,2280,4121.904762,345,-270.4761905,288,4646.666667,360,-1584.761905,288,-1467.619048,288,-270.4761905,288,-270.4761905,288,-1584.761905,288,-1665.714286,108,,,,,,,,,,,,,,,,,,,,
8,4,"numeric, numeric, binary, binary",mixed,11477,714056.1905,231078.0952,300790.4762,-54397.14286,108591,-80219.04762,12886,33086.66667,2153,-79383.80952,13664,30523.80952,1728,26907.61905,2620,38807.61905,1904,39723.80952,1964,30523.80952,1728,47468.57143,5389,,,,,,,,,,,,,,,,,,,,
8,4,"numeric, numeric, binary, numeric",mixed,4050,249702.8571,84420,109933.3333,10742.85714,31946,-8130.47619,3864,-4953.333333,1589,-2642.857143,4614,-8772.380952,1584,-3434.285714,1899,-6269.52381,1488,-3672.380952,1517,-8772.380952,1584,-5152.380952,1671,,,,,,,,,,,,,,,,,,,,
8,4,"numeric, numeric, numeric, binary",mixed,2780,178973.3333,50179.04762,67532.38095,-12819.04762,23039,-4457.142857,2049,8033.333333,711,-19044.7619,2043,6593.333333,720,6593.333333,720,7701.904762,672,9307.619048,690,6593.333333,720,10272.38095,852,,,,,,,,,,,,,,,,,,,,
8,4,"numeric, numeric, numeric, numeric",numeric,305224,17907530.13,3980829.192,7026503.163,2753006.156,3212928,2532754.478,166522,2164415.15,138575,2946702.505,235459,2323975.216,139298,2398429.368,146101,2785321.779,153894,2514996.004,139960,2364694.81,159541,2819742.975,143761,,,,,,,,,,,,,,,,,,,,
9,1,binary,binary,6,398.2142857,90.71428571,114.4047619,-52.5,73,-40,6,-40,6,-52.5,6,18.92857143,3,18.92857143,3,-12.5,39,-12.5,39,18.92857143,36,-12.5,39,,,,,,,,,,,,,,,,,,,,
9,1,numeric,numeric,357,21946.97905,5503.010201,7673.655736,4829.019955,4821,3801.914821,339,4068.238198,199,4634.54671,462,3837.506305,200,4438.307293,192,4783.462616,400,4631.205328,373,3964.012129,333,5668.604224,299,,,,,,,,,,,,,,,,,,,,
9,2,"binary, binary",binary,131,8677.142857,2079.047619,2497.619048,-1178.095238,2098,-1072.380952,131,-1152.380952,120,-1250.47619,155,325.7142857,48,475.2380952,55,-172.8571429,666,-442.3809524,648,275.7142857,576,-134.7619048,659,,,,,,,,,,,,,,,,,,,,
9,2,"binary, numeric",mixed,316,14155.35714,11710.18398,6874.058442,6718.950216,2650,1511.601732,54,1069.69697,52,5916.688312,12,194.6969697,52,5736.688312,4,1051.298701,180,3086.525974,136,1205.465368,148,10128.27922,13,,,,,,,,,,,,,,,,,,,,
9,2,"numeric, binary",mixed,90,5615.238095,1927.619048,2233.333333,-831.4285714,840,-871.4285714,89,-753.3333333,62,-720,105,383.8095238,8,383.8095238,8,-116.1904762,71,83.80952381,50,383.8095238,8,71.42857143,62,,,,,,,,,,,,,,,,,,,,
9,2,"numeric, numeric",numeric,8545,513122.9713,97345.82277,190935.0368,92391.84088,164853,76032.25795,7014,73915.53429,4994,97654.08224,12045,73429.5051,5047,82847.18027,5077,91604.93898,8258,83894.37335,7148,74881.13095,7164,99679.75201,7292,,,,,,,,,,,,,,,,,,,,
9,3,"binary, binary, binary",binary,904,59300.95238,15571.42857,17476.19048,-8732.380952,12899,-9133.333333,907,-10043.80952,768,-9478.095238,1096,2430.47619,192,3933.333333,264,-209.5238095,3060,-3563.809524,2880,2030.47619,2304,224.7619048,3016,,,,,,,,,,,,,,,,,,,,
9,3,"binary, binary, numeric",mixed,240,8699.65368,11808.05195,7153.419913,8768.051948,2547,185.8008658,120,17.22943723,112,8972.813853,144,17.22943723,112,6794.718615,48,339.3073593,240,2666.580087,176,339.3073593,240,10387.35931,9,,,,,,,,,,,,,,,,,,,,
9,3,"binary, numeric, binary",mixed,3482,155664.2424,135018.355,87953.7013,67181.47186,30480,3373.073593,1486,3388.311688,1064,63701.47186,1084,8308.311688,608,69880.51948,114,8576.168831,2564,32027.85714,1704,14199.97835,1632,108877.5541,772,,,,,,,,,,,,,,,,,,,,
9,3,"binary, numeric, numeric",mixed,48,2967.619048,1055.238095,1360.952381,1250.47619,327,-516.1904762,62,-910.4761905,48,1190.47619,120,-910.4761905,48,-910.4761905,48,-910.4761905,48,-910.4761905,48,-910.4761905,48,-317.1428571,30,,,,,,,,,,,,,,,,,,,,
9,3,"numeric, binary, binary",mixed,3747,175623.3766,139920.7792,95984.82684,47655.75758,36514,-298.8744589,1440,-2874.112554,1210,45565.28139,1061,13238.2684,384,70673.85281,90,12796.88312,1971,33271.34199,1371,16252.12121,1152,110722.9437,738,,,,,,,,,,,,,,,,,,,,
9,3,"numeric, binary, numeric",mixed,144,8651.428571,3417.142857,4292.380952,3994.285714,1377,-201.9047619,186,-1013.333333,144,3055.238095,352,-1184.761905,144,-992.3809524,168,-1013.333333,144,-1013.333333,144,-1184.761905,144,-904.7619048,78,,,,,,,,,,,,,,,,,,,,
9,3,"numeric, numeric, binary",mixed,949,59502.85714,20032.38095,23483.80952,-7522.857143,9069,-5491.428571,881,-4203.809524,450,-6814.285714,975,2385.714286,96,2680.952381,121,-290.4761905,552,2618.095238,297,2385.714286,96,2095.238095,426,,,,,,,,,,,,,,,,,,,,
9,3,"numeric, numeric, numeric",numeric,53762,3070317.063,765629.7056,1416172.541,771296.787,770944,580798.818,32797,509789.56,27037,667330.6301,58194,387784.9404,28727,447834.2726,29837,651533.8981,35983,575004.7902,31333,400880.9261,36126,711355.8604,26592,,,,,,,,,,,,,,,,,,,,
9,4,"binary, binary, binary, binary",binary,1968,126739.0476,38198.09524,38600,-21306.66667,21636,-25211.42857,1968,-27960,1536,-23186.66667,1968,7253.333333,0,10872.38095,176,3249.52381,1968,-7480,1536,7253.333333,0,4525.714286,1968,,,,,,,,,,,,,,,,,,,,
9,4,"binary, binary, binary, numeric",mixed,3072,180000,56800,45533.33333,10400,0,14933.33333,0,14933.33333,0,-6933.333333,0,-6933.333333,0,-6933.333333,0,2600,0,6600,0,6866.666667,0,14333.33333,0,,,,,,,,,,,,,,,,,,,,
9,4,"binary, binary, numeric, binary",mixed,2428,159307.619,44181.90476,48736.19048,-35043.80952,24232,-12062.85714,228,-18426.66667,108,-35668.57143,0,10565.71429,0,12520,84,-2001.904762,384,-9527.619048,108,10565.71429,0,-1024.761905,384,,,,,,,,,,,,,,,,,,,,
9,4,"binary, numeric, binary, binary",mixed,10096,629551.4286,216452.381,235310.4762,-92940.95238,104898,-104524.7619,10066,-88520.95238,5676,-93137.14286,9672,42186.66667,0,54169.52381,564,-6593.333333,10092,-14951.42857,5676,42186.66667,0,7753.333333,8677,,,,,,,,,,,,,,,,,,,,
9,4,"binary, numeric, binary, numeric",mixed,1945,125480,37506.66667,44520.95238,-19314.28571,17514,-6091.428571,496,-5992.380952,212,-20740,215,7484.761905,0,7484.761905,0,-4851.428571,379,-986.6666667,212,7484.761905,0,-461.9047619,318,,,,,,,,,,,,,,,,,,,,
9,4,"binary, numeric, numeric, binary",mixed,7235,454074.2857,152173.3333,173512.381,-66327.61905,68936,-50458.09524,6577,-24776.19048,1762,-63487.61905,5931,31561.90476,0,34493.33333,126,-22324.7619,6054,2515.238095,1762,31561.90476,0,-4332.380952,4038,,,,,,,,,,,,,,,,,,,,
9,4,"binary, numeric, numeric, numeric",mixed,702,44961.90476,13872.38095,16252.38095,-7508.571429,6121,-3173.333333,564,773.3333333,54,-5813.333333,492,4459.047619,0,4459.047619,0,-4118.095238,474,2024.761905,54,4459.047619,0,-411.4285714,114,,,,,,,,,,,,,,,,,,,,
9,4,"numeric, binary, binary, binary",mixed,59471,2089830.13,3009029.437,1789617.576,1714687.879,506628,216998.961,15187,188667.5325,15021,1718325.022,6045,263096.1039,10688,1780382.165,1012,299745.1082,33160,875846.7532,23365,279044.1558,31168,2940307.792,2612,,,,,,,,,,,,,,,,,,,,
9,4,"numeric, binary, binary, numeric",mixed,1028,64756.19048,21400,25503.80952,-12650.47619,9252,-884.7619048,0,-1286.666667,42,-12713.33333,0,1759.047619,0,3233.333333,48,3727.619048,0,2797.142857,42,1759.047619,0,6022.857143,42,,,,,,,,,,,,,,,,,,,,
9,4,"numeric, binary, numeric, binary",mixed,11462,708502.8571,251984.7619,288037.1429,-69261.90476,113012,-53111.42857,9584,-71031.42857,6000,-83198.09524,11135,10723.80952,576,29997.14286,1290,31205.71429,4679,31644.7619,3606,10723.80952,576,62272.38095,4786,,,,,,,,,,,,,,,,,,,,
9,4,"numeric, binary, numeric, numeric",mixed,2685,167326.6667,57701.90476,67506.66667,-27743.80952,22949,-9753.333333,2110,-231.4285714,477,-22391.42857,2350,8582.857143,0,10785.71429,132,5875.238095,1005,11494.28571,261,8582.857143,0,16983.80952,627,,,,,,,,,,,,,,,,,,,,
9,4,"numeric, numeric, binary, binary",mixed,4164,248140,100842.8571,115919.0476,54565.71429,35599,-14137.14286,4142,-37026.66667,4065,56554.28571,6852,-25514.28571,2880,-18692.38095,3144,-11992.38095,2943,-9938.095238,3018,-25514.28571,2880,-10654.28571,1447,,,,,,,,,,,,,,,,,,,,
9,4,"numeric, numeric, binary, numeric",mixed,1329,82028.57143,29354.28571,34778.09524,2625.714286,11415,2877.142857,1218,-3461.904762,843,-2761.904762,1425,-2595.238095,432,-2146.666667,648,6364.761905,492,8760.952381,420,-2595.238095,432,13160,159,,,,,,,,,,,,,,,,,,,,
9,4,"numeric, numeric, numeric, binary",mixed,2160,133697.1429,47331.42857,57926.66667,52828.57143,17592,1426.666667,2580,-9750.47619,2072,38376.19048,3804,-12916.19048,2160,-10390.47619,2376,-9579.047619,2064,-9750.47619,2072,-12916.19048,2160,-28019.04762,1552,,,,,,,,,,,,,,,,,,,,
9,4,"numeric, numeric, numeric, numeric",numeric,270267,15775185.52,4524938.264,6736851.725,2632812.811,2415439,2080739.446,145411,1754177.52,117312,2805150.252,203926,2121212.537,104711,2322107.628,115819,2256791.715,128335,2013177.471,120058,2166006.888,125910,2250408.269,119416,,,,,,,,,,,,,,,,,,,,
10,1,binary,binary,4,260.952381,74.28571429,95.23809524,-48.57142857,7,-52.38095238,5,-56.19047619,3,-52.38095238,5,15.23809524,0,15.23809524,0,-16.19047619,3,-16.19047619,3,15.23809524,0,0,4,,,,,,,,,,,,,,,,,,,,
10,1,numeric,numeric,361,22299.84701,5512.626171,7854.978997,4791.42096,5234,3842.876754,368,4293.729264,195,4812.893181,471,3974.448263,203,4601.022174,191,4865.462991,419,4812.811397,391,4144.122956,361,5721.593836,344,,,,,,,,,,,,,,,,,,,,
10,2,"binary, binary",binary,96,6245.714286,1800,2201.904762,-1067.619048,1105,-1283.809524,120,-1128.571429,58,-1238.095238,120,323.8095238,0,393.3333333,15,-429.5238095,82,-335.2380952,58,323.8095238,0,0,96,,,,,,,,,,,,,,,,,,,,
10,2,"binary, numeric",mixed,131,7628.138528,3164.242424,3225.367965,310.2164502,1257,-978.8744589,123,-1415.151515,70,-48.48484848,132,-204.6753247,20,671.5151515,12,-901.038961,88,-396.1904762,69,-145.8008658,36,1219.307359,78,,,,,,,,,,,,,,,,,,,,
10,2,"numeric, binary",mixed,192,8376.190476,6252.380952,4457.575758,5329.004329,2260,-366.6666667,40,-1529.004329,40,3312.987013,0,-1529.004329,40,3312.987013,0,-1254.978355,120,447.6190476,80,-1254.978355,120,7977.056277,40,,,,,,,,,,,,,,,,,,,,
10,2,"numeric, numeric",numeric,10188,615138.7053,147693.6479,241153.1675,109301.5978,224553,94994.07984,9950,93392.33739,5738,110582.5121,15138,83911.35002,6135,93564.13917,6044,111540.0599,11069,107353.7396,8738,86304.89247,8408,121636.0683,8865,,,,,,,,,,,,,,,,,,,,
10,3,"binary, binary, binary",binary,768,49834.28571,14531.42857,17340.95238,-7920,9876,-10436.19048,960,-7691.428571,380,-9601.904762,960,2396.190476,0,3311.428571,198,-3641.904762,648,-2344.761905,380,2396.190476,0,0,768,,,,,,,,,,,,,,,,,,,,
10,3,"binary, binary, numeric",mixed,2943,155180.6061,80499.39394,71067.44589,29966.40693,31956,-15242.25108,1848,-22830.04329,884,13925.28139,1813,-9710.04329,336,23117.66234,226,-18813.07359,1530,-2221.904762,968,-8889.264069,720,61360.60606,1072,,,,,,,,,,,,,,,,,,,,
10,3,"binary, numeric, binary",mixed,3387,154001.7316,106455.4113,78875.671,79369.00433,33914,-8128.917749,840,-26586.58009,724,47263.72294,282,-22877.05628,576,51600.8658,19,-21292.98701,1821,5989.95671,1234,-19041.55844,1728,127774.026,690,,,,,,,,,,,,,,,,,,,,
10,3,"binary, numeric, numeric",mixed,554,33901.90476,13214.28571,14452.38095,-66.66666667,5520,-1091.428571,617,-4117.142857,262,-1128.571429,632,-544.7619048,144,-298.0952381,157,-4011.428571,268,-1980,193,-544.7619048,144,-823.8095238,174,,,,,,,,,,,,,,,,,,,,
10,3,"numeric, binary, binary",mixed,1344,70721.03896,36067.53247,29456.27706,16257.48918,12939,-8992.727273,744,-13366.23377,557,7316.363636,576,-4775.757576,192,16701.12554,90,-7813.506494,1068,86.66666667,749,-3293.506494,576,32166.23377,768,,,,,,,,,,,,,,,,,,,,
10,3,"numeric, binary, numeric",mixed,522,32454.28571,11980,13021.90476,-94.28571429,4594,-4617.142857,494,-5263.809524,336,-502.8571429,690,-771.4285714,144,-672.3809524,160,-4083.809524,348,-2698.095238,279,-771.4285714,144,-2303.809524,346,,,,,,,,,,,,,,,,,,,,
10,3,"numeric, numeric, numeric",numeric,60761,3272049.879,834685.3287,1474676.679,767364.9354,982487,720613.5572,34219,748084.1254,27029,843760.9712,46155,601517.0277,29875,651872.7765,30151,882587.9315,32432,814540.9082,31437,615281.7393,35521,930791.31,48148,,,,,,,,,,,,,,,,,,,,
10,4,"binary, binary, binary, binary",binary,2048,132590.4762,39051.42857,46345.71429,-19820.95238,22528,-28147.61905,2560,-17830.47619,848,-24524.7619,2560,6110.47619,0,9126.666667,648,-10055.2381,1536,-5540.952381,848,6110.47619,0,0,2048,,,,,,,,,,,,,,,,,,,,
10,4,"binary, binary, binary, numeric",mixed,10860,524556.3636,323199.8268,249257.7489,159631.1688,97532,-40943.54978,2698,-82692.38095,2048,68274.63203,650,-63896.19048,2048,110867.013,660,-68073.16017,6396,11312.81385,4096,-47993.16017,6144,344803.1169,512,,,,,,,,,,,,,,,,,,,,
10,4,"binary, binary, numeric, binary",mixed,39634,1788179.221,1252658.874,891174.8052,879603.1169,330138,-114075.4978,9024,-306799.1342,7668,498914.9784,3346,-274298.1818,6144,534085.4545,0,-258611.6017,20428,68851.77489,13812,-234859.2208,18432,1520924.156,7378,,,,,,,,,,,,,,,,,,,,
10,4,"binary, numeric, binary, binary",mixed,24576,1096644.156,775812.987,538390.0433,639750.6494,193792,-23411.25541,2048,-143265.8009,2048,405194.8052,0,-143265.8009,2048,405194.8052,0,-139193.0736,6144,54303.0303,4096,-139193.0736,6144,996571.4286,4608,,,,,,,,,,,,,,,,,,,,
10,4,"binary, numeric, binary, numeric",mixed,1593,97405.71429,36102.85714,40235.2381,-14588.57143,15381,-9222.857143,288,-8448.571429,147,-17557.14286,288,-1751.428571,0,1358.095238,0,-15214.28571,183,-7374.285714,147,-1751.428571,0,2217.142857,237,,,,,,,,,,,,,,,,,,,,
10,4,"numeric, binary, binary, binary",mixed,14592,878947.8788,331078.7879,353832.1212,-31979.82684,148727,-142040.0866,14594,-117785.8009,6452,-64453.07359,15077,15224.67532,448,69031.68831,2422,-71357.4026,8936,-27999.82684,5312,13645.45455,448,81232.46753,9842,,,,,,,,,,,,,,,,,,,,
10,4,"numeric, binary, binary, numeric",mixed,7446,456350.4762,176198.0952,192135.2381,-170.4761905,69210,-5753.333333,3836,-32003.80952,1932,-17100.95238,4653,799.047619,1728,6914.285714,2437,-37171.42857,2816,-23099.04762,1932,799.047619,1728,-18783.80952,834,,,,,,,,,,,,,,,,,,,,
10,4,"numeric, binary, numeric, binary",mixed,5699,341164.7619,136740,153820,-28290.47619,55475,-37821.90476,5802,-62893.33333,3240,-44269.52381,6885,-9671.428571,0,-3160,318,-47311.42857,3461,-18193.33333,2499,-9671.428571,0,6254.285714,4435,,,,,,,,,,,,,,,,,,,,
10,4,"numeric, binary, numeric, numeric",mixed,432,26091.42857,12171.42857,11483.80952,11005.71429,3744,3763.809524,534,-777.1428571,432,5765.714286,666,-2822.857143,432,-1417.142857,429,-777.1428571,432,-777.1428571,432,-2822.857143,432,-7120,282,,,,,,,,,,,,,,,,,,,,
10,4,"numeric, numeric, binary, binary",mixed,9364,577403.8095,216165.7143,240956.1905,-10883.80952,86286,-80513.33333,11063,-72000.95238,5325,-16059.04762,11565,4199.047619,1728,3999.047619,2052,-49892.38095,5747,-23918.09524,3438,4199.047619,1728,-15182.85714,4547,,,,,,,,,,,,,,,,,,,,
10,4,"numeric, numeric, binary, numeric",mixed,3974,244780.9524,96506.66667,101734.2857,22546.66667,34076,-2383.809524,2765,-15413.33333,1653,8644.761905,3360,-5343.809524,1728,-3158.095238,1874,-22606.66667,1994,-10196.19048,1653,-5343.809524,1728,-22284.7619,1260,,,,,,,,,,,,,,,,,,,,
10,4,"numeric, numeric, numeric, binary",mixed,1995,121425.7143,47831.42857,52620,-957.1428571,15375,-12850.47619,2361,-17091.42857,1242,-2365.714286,2601,-585.7142857,432,-42.85714286,615,-12817.14286,1072,-4334.285714,672,-585.7142857,432,-285.7142857,855,,,,,,,,,,,,,,,,,,,,
10,4,"numeric, numeric, numeric, numeric",numeric,379413,20169771.75,6474985.978,11615282.61,6625577.64,4006093,4574242.495,164764,3992714.478,136783,5438791.478,274291,2326145.292,167710,2989034.339,172684,4783177.776,177445,4230205.98,165018,2377165.393,193255,5692396.628,144794,,,,,,,,,,,,,,,,,,,,
0.5,1,numeric,numeric,326,20447.28271,-2925.133249,3266.460082,,,,,,,,,,,,,,,,,,,,,1516.608865,5646,955.2249661,231,1266.903265,201,1503.777816,269,1907.11889,186,1673.735649,201,2461.676035,430,2239.979654,448,2003.320778,311,2854.891471,400
0.5,2,"binary, numeric",mixed,53,3432.792208,-401.8398268,-841.991342,,,,,,,,,,,,,,,,,,,,,-855.952381,291,-80.62770563,0,-109.7943723,0,-7.251082251,0,-7.251082251,0,-7.251082251,0,231.6017316,1,231.6017316,1,344.1017316,0,344.1017316,0
0.5,2,"numeric, binary",mixed,56,3979.220779,-1074.458874,-331.4935065,,,,,,,,,,,,,,,,,,,,,-519.047619,428,-179.2207792,8,-345.8874459,0,-129.4372294,0,-129.4372294,0,-129.4372294,0,-76.19047619,16,-76.19047619,16,-9.523809524,0,-9.523809524,0
0.5,2,"numeric, numeric",numeric,14127,867629.9919,-247063.2166,154209.4761,,,,,,,,,,,,,,,,,,,,,39189.74788,409887,26792.25616,12023,28499.57338,10035,32670.2773,12987,50856.5265,9367,45745.87255,9675,60017.536,18502,51446.74452,18953,50751.703,12907,63782.29256,19438
0.5,3,"binary, binary, numeric",mixed,196,12775.10823,-1532.251082,-2438.474026,,,,,,,,,,,,,,,,,,,,,-2592.857143,808,-574.2424242,0,-840.9090909,0,-515.1515152,0,-515.1515152,0,-515.1515152,0,306.0606061,0,306.0606061,0,722.7272727,0,722.7272727,0
0.5,3,"binary, numeric, binary",mixed,596,35157.57576,-11431.38528,-5019.426407,,,,,,,,,,,,,,,,,,,,,-5026.623377,4132,-550.4329004,16,-858.008658,0,286.3636364,0,286.3636364,0,286.3636364,0,-477.9220779,36,-477.9220779,36,338.7445887,0,338.7445887,0
0.5,3,"numeric, binary, binary",mixed,192,15293.50649,-10722.07792,-5651.948052,,,,,,,,,,,,,,,,,,,,,-5485.714286,1776,166.2337662,0,166.2337662,0,789.6103896,0,789.6103896,0,789.6103896,0,916.017316,0,916.017316,0,916.017316,0,916.017316,0
0.5,3,"numeric, numeric, numeric",numeric,282134,16341714.82,-6971726.636,3445961.23,,,,,,,,,,,,,,,,,,,,,43435.14143,8708871,658516.6184,223180,727727.3864,188203,1075708.98,217910,1457585.999,183620,1484389.597,178850,1309942.816,290171,1151509.131,293878,1447950.249,221273,1216172.873,356696
0.5,4,"binary, binary, binary, numeric",mixed,848,54945.45455,-6450.21645,-13313.52814,,,,,,,,,,,,,,,,,,,,,-13695.2381,1984,-978.3549784,0,-1445.021645,0,-136.7965368,0,-136.7965368,0,-136.7965368,0,3840.692641,0,3840.692641,0,5640.692641,0,5640.692641,0
0.5,4,"binary, binary, numeric, binary",mixed,2304,135771.4286,-80914.28571,-38406.92641,,,,,,,,,,,,,,,,,,,,,-34659.74026,18240,1464.935065,0,-280.5194805,0,4966.233766,0,4966.233766,0,4966.233766,0,306.4935065,0,306.4935065,0,306.4935065,0,306.4935065,0
0.5,4,"binary, numeric, binary, binary",mixed,1152,55051.08225,-27622.51082,-12072.72727,,,,,,,,,,,,,,,,,,,,,-11553.24675,9792,332.4675325,0,-249.3506494,0,1662.337662,0,1662.337662,0,1662.337662,0,1302.164502,0,1302.164502,0,1302.164502,0,1302.164502,0
0.5,4,"numeric, binary, binary, binary",mixed,128,10195.671,-7148.051948,-3767.965368,,,,,,,,,,,,,,,,,,,,,-3657.142857,1152,110.8225108,0,110.8225108,0,554.1125541,0,554.1125541,0,554.1125541,0,637.2294372,0,637.2294372,0,637.2294372,0,637.2294372,0
0.5,4,"numeric, numeric, numeric, numeric",numeric,539936,29789474.26,4540541.577,6100600.339,,,,,,,,,,,,,,,,,,,,,513003.6384,8580563,452893.4927,277587,151503.5134,275111,1436471.844,338514,1657138.03,270277,1719628.845,266999,1163302.36,432856,1187340.719,409986,1358702.147,397263,1350988.829,524659
1,1,numeric,numeric,313,19233.37146,-1640.250905,4078.934748,,,,,,,,,,,,,,,,,,,,,2445.391441,4855,1672.474369,257,2139.929893,195,2687.824869,266,2382.844279,168,2493.267682,178,3694.097473,382,3137.372793,415,2495.723306,305,4296.69235,326
1,2,"binary, numeric",mixed,85,4784.307359,1609.415584,388.7445887,,,,,,,,,,,,,,,,,,,,,177.3809524,439,-208.3333333,20,-370.8333333,12,215.6926407,0,-180.8441558,0,215.6926407,0,939.8268398,17,347.6190476,29,560.1190476,12,1152.32684,0
1,2,"numeric, binary",mixed,136,6241.991342,5203.896104,1842.857143,,,,,,,,,,,,,,,,,,,,,1329.437229,1624,344.5887446,72,344.5887446,72,4071.428571,0,1049.78355,0,4071.428571,0,5669.264069,0,995.2380952,72,995.2380952,72,5669.264069,0
1,2,"numeric, numeric",numeric,11722,707319.4627,-111317.2522,175225.517,,,,,,,,,,,,,,,,,,,,,64323.95118,313955,47742.89579,11855,57954.36095,8647,72444.44855,11273,65036.43209,7028,64881.20894,7383,96886.9147,15239,85709.65345,15581,66616.09097,10125,103567.0401,13911
